# Frequency (cm-1), IR Intensity (km/mol), Raman Intensity (A2/amu)
2.296166308788758670e+03,5.492627829704643111e-02,4.527293761281844103e-02
2.296536492057125542e+03,5.488215590252362025e-02,4.523971422695195754e-02
2.296906675325492415e+03,5.483808906069410211e-02,4.520654420938943763e-02
2.297276858593859288e+03,5.479407767781389188e-02,4.517342747792482682e-02
2.297647041862226160e+03,5.475012166034352867e-02,4.514036395057764717e-02
2.298017225130593033e+03,5.470622091494772854e-02,4.510735354559242127e-02
2.298387408398959906e+03,5.466237534849478774e-02,4.507439618143819354e-02
2.298757591667326778e+03,5.461858486805596519e-02,4.504149177680784322e-02
2.299127774935693196e+03,5.457484938090519794e-02,4.500864025061787621e-02
2.299497958204060069e+03,5.453116879451817833e-02,4.497584152200732877e-02
2.299868141472426942e+03,5.448754301657224297e-02,4.494309551033780215e-02
2.300238324740793814e+03,5.444397195494562330e-02,4.491040213519256058e-02
2.300608508009160687e+03,5.440045551771693216e-02,4.487776131637614963e-02
2.300978691277527560e+03,5.435699361316474743e-02,4.484517297391388962e-02
2.301348874545894432e+03,5.431358614976690424e-02,4.481263702805118182e-02
2.301719057814261305e+03,5.427023303620026606e-02,4.478015339925317528e-02
2.302089241082628178e+03,5.422693418133987808e-02,4.474772200820412160e-02
2.302459424350995050e+03,5.418368949425871745e-02,4.471534277580686834e-02
2.302829607619361923e+03,5.414049888422706874e-02,4.468301562318239412e-02
2.303199790887728795e+03,5.409736226071191340e-02,4.465074047166923965e-02
2.303569974156095668e+03,5.405427953337667984e-02,4.461851724282299425e-02
2.303940157424462086e+03,5.401125061208058437e-02,4.458634585841581705e-02
2.304310340692828959e+03,5.396827540687793023e-02,4.455422624043584023e-02
2.304680523961195831e+03,5.392535382801801058e-02,4.452215831108675970e-02
2.305050707229562704e+03,5.388248578594428961e-02,4.449014199278727294e-02
2.305420890497929577e+03,5.383967119129401402e-02,4.445817720817059338e-02
2.305791073766296449e+03,5.379690995489776195e-02,4.442626388008394378e-02
2.306161257034663322e+03,5.375420198777882547e-02,4.439440193158798037e-02
2.306531440303030195e+03,5.371154720115280112e-02,4.436259128595644585e-02
2.306901623571397067e+03,5.366894550642705569e-02,4.433083186667552411e-02
2.307271806839763940e+03,5.362639681520027513e-02,4.429912359744340999e-02
2.307641990108130813e+03,5.358390103926185394e-02,4.426746640216978890e-02
2.308012173376497685e+03,5.354145809059163846e-02,4.423586020497539961e-02
2.308382356644864558e+03,5.349906788135914970e-02,4.420430493019147228e-02
2.308752539913230976e+03,5.345673032392336821e-02,4.417280050235930511e-02
2.309122723181597848e+03,5.341444533083201246e-02,4.414134684622966071e-02
2.309492906449964721e+03,5.337221281482115026e-02,4.410994388676243994e-02
2.309863089718331594e+03,5.333003268881480324e-02,4.407859154912606436e-02
2.310233272986698466e+03,5.328790486592441256e-02,4.404728975869713625e-02
2.310603456255065339e+03,5.324582925944820050e-02,4.401603844105981406e-02
2.310973639523432212e+03,5.320380578287092072e-02,4.398483752200536834e-02
2.311343822791799084e+03,5.316183434986328227e-02,4.395368692753177930e-02
2.311714006060165957e+03,5.311991487428144310e-02,4.392258658384319558e-02
2.312084189328532830e+03,5.307804727016660756e-02,4.389153641734953870e-02
2.312454372596899702e+03,5.303623145174446440e-02,4.386053635466587164e-02
2.312824555865266575e+03,5.299446733342479815e-02,4.382958632261211435e-02
2.313194739133632993e+03,5.295275482980101728e-02,4.379868624821252332e-02
2.313564922401999866e+03,5.291109385564956441e-02,4.376783605869509486e-02
2.313935105670366738e+03,5.286948432592956937e-02,4.373703568149126669e-02
2.314305288938733611e+03,5.282792615578245365e-02,4.370628504423544614e-02
2.314675472207100484e+03,5.278641926053125738e-02,4.367558407476444804e-02
2.315045655475467356e+03,5.274496355568032702e-02,4.364493270111714784e-02
2.315415838743834229e+03,5.270355895691482967e-02,4.361433085153390565e-02
2.315786022012201101e+03,5.266220538010020491e-02,4.358377845445621929e-02
2.316156205280567974e+03,5.262090274128187334e-02,4.355327543852625938e-02
2.316526388548934847e+03,5.257965095668465372e-02,4.352282173258633508e-02
2.316896571817301719e+03,5.253844994271227031e-02,4.349241726567856098e-02
2.317266755085668592e+03,5.249729961594706840e-02,4.346206196704432284e-02
2.317636938354035465e+03,5.245619989314938281e-02,4.343175576612389593e-02
2.318007121622401883e+03,5.241515069125727427e-02,4.340149859255595238e-02
2.318377304890768755e+03,5.237415192738575920e-02,4.337129037617707544e-02
2.318747488159135628e+03,5.233320351882674026e-02,4.334113104702150276e-02
2.319117671427502501e+03,5.229230538304838194e-02,4.331102053532046026e-02
2.319487854695869373e+03,5.225145743769459006e-02,4.328095877150196780e-02
2.319858037964236246e+03,5.221065960058473426e-02,4.325094568619015228e-02
2.320228221232603119e+03,5.216991178971305126e-02,4.322098121020500477e-02
2.320598404500969991e+03,5.212921392324829789e-02,4.319106527456181149e-02
2.320968587769336864e+03,5.208856591953329312e-02,4.316119781047091791e-02
2.321338771037703737e+03,5.204796769708444626e-02,4.313137874933707649e-02
2.321708954306070609e+03,5.200741917459139607e-02,4.310160802275913444e-02
2.322079137574437482e+03,5.196692027091642102e-02,4.307188556252965900e-02
2.322449320842803900e+03,5.192647090509423108e-02,4.304221130063445866e-02
2.322819504111170772e+03,5.188607099633123915e-02,4.301258516925204889e-02
2.323189687379537645e+03,5.184572046400545003e-02,4.298300710075348557e-02
2.323559870647904518e+03,5.180541922766578045e-02,4.295347702770172665e-02
2.323930053916271390e+03,5.176516720703179530e-02,4.292399488285133374e-02
2.324300237184638263e+03,5.172496432199317346e-02,4.289456059914801417e-02
2.324670420453005136e+03,5.168481049260927745e-02,4.286517410972825320e-02
2.325040603721372008e+03,5.164470563910881357e-02,4.283583534791882835e-02
2.325410786989738881e+03,5.160464968188935297e-02,4.280654424723649709e-02
2.325780970258105754e+03,5.156464254151688076e-02,4.277730074138743482e-02
2.326151153526472626e+03,5.152468413872542813e-02,4.274810476426707528e-02
2.326521336794839499e+03,5.148477439441664222e-02,4.271895624995947216e-02
2.326891520063206372e+03,5.144491322965932811e-02,4.268985513273701460e-02
2.327261703331572789e+03,5.140510056568912967e-02,4.266080134706003862e-02
2.327631886599939662e+03,5.136533632390786336e-02,4.263179482757632061e-02
2.328002069868306535e+03,5.132562042588342116e-02,4.260283550912079276e-02
2.328372253136673407e+03,5.128595279334923623e-02,4.257392332671511986e-02
2.328742436405040280e+03,5.124633334820374170e-02,4.254505821556732459e-02
2.329112619673407153e+03,5.120676201251019716e-02,4.251624011107129480e-02
2.329482802941774025e+03,5.116723870849595318e-02,4.248746894880654074e-02
2.329852986210140898e+03,5.112776335855241661e-02,4.245874466453766066e-02
2.330223169478507771e+03,5.108833588523436359e-02,4.243006719421408418e-02
2.330593352746874643e+03,5.104895621125966204e-02,4.240143647396963505e-02
2.330963536015241516e+03,5.100962425950880674e-02,4.237285244012207325e-02
2.331333719283608389e+03,5.097033995302455156e-02,4.234431502917286594e-02
2.331703902551975261e+03,5.093110321501151394e-02,4.231582417780662547e-02
2.332074085820341679e+03,5.089191396883575857e-02,4.228737982289096364e-02
2.332444269088708552e+03,5.085277213802428392e-02,4.225898190147579087e-02
2.332814452357075425e+03,5.081367764626489036e-02,4.223063035079333005e-02
2.333184635625442297e+03,5.077463041740548633e-02,4.220232510825738803e-02
2.333554818893809170e+03,5.073563037545393561e-02,4.217406611146321677e-02
2.333925002162176042e+03,5.069667744457746067e-02,4.214585329818703457e-02
2.334295185430542915e+03,5.065777154910239971e-02,4.211768660638567918e-02
2.334665368698909788e+03,5.061891261351372101e-02,4.208956597419630241e-02
2.335035551967276660e+03,5.058010056245468983e-02,4.206149133993584976e-02
2.335405735235643533e+03,5.054133532072639656e-02,4.203346264210086614e-02
2.335775918504010406e+03,5.050261681328751390e-02,4.200547981936700315e-02
2.336146101772377278e+03,5.046394496525367229e-02,4.197754281058879711e-02
2.336516285040743696e+03,5.042531970189739060e-02,4.194965155479917635e-02
2.336886468309110569e+03,5.038674094864727809e-02,4.192180599120910733e-02
2.337256651577477442e+03,5.034820863108811079e-02,4.189400605920735876e-02
2.337626834845844314e+03,5.030972267496009592e-02,4.186625169836000887e-02
2.337997018114211187e+03,5.027128300615867074e-02,4.183854284841022342e-02
2.338367201382578060e+03,5.023288955073397510e-02,4.181087944927777689e-02
2.338737384650944932e+03,5.019454223489067807e-02,4.178326144105878187e-02
2.339107567919311805e+03,5.015624098498736722e-02,4.175568876402529356e-02
2.339477751187678678e+03,5.011798572753631970e-02,4.172816135862501830e-02
2.339847934456045550e+03,5.007977638920314140e-02,4.170067916548090420e-02
2.340218117724412423e+03,5.004161289680624652e-02,4.167324212539083583e-02
2.340588300992779295e+03,5.000349517731662863e-02,4.164585017932729422e-02
2.340958484261146168e+03,4.996542315785739569e-02,4.161850326843698211e-02
2.341328667529512586e+03,4.992739676570347174e-02,4.159120133404053954e-02
2.341698850797879459e+03,4.988941592828111116e-02,4.156394431763207192e-02
2.342069034066246331e+03,4.985148057316766274e-02,4.153673216087903908e-02
2.342439217334613204e+03,4.981359062809110477e-02,4.150956480562167927e-02
2.342809400602980077e+03,4.977574602092972589e-02,4.148244219387288434e-02
2.343179583871346949e+03,4.973794667971176420e-02,4.145536426781769312e-02
2.343549767139713822e+03,4.970019253261497710e-02,4.142833096981306251e-02
2.343919950408080695e+03,4.966248350796632210e-02,4.140134224238750660e-02
2.344290133676447567e+03,4.962481953424163761e-02,4.137439802824079138e-02
2.344660316944814440e+03,4.958720054006510863e-02,4.134749827024355312e-02
2.345030500213181313e+03,4.954962645420921824e-02,4.132064291143700691e-02
2.345400683481548185e+03,4.951209720559401201e-02,4.129383189503268992e-02
2.345770866749915058e+03,4.947461272328700088e-02,4.126706516441200345e-02
2.346141050018281476e+03,4.943717293650280037e-02,4.124034266312599090e-02
2.346511233286648348e+03,4.939977777460246439e-02,4.121366433489492831e-02
2.346881416555015221e+03,4.936242716709360323e-02,4.118703012360814403e-02
2.347251599823382094e+03,4.932512104362968969e-02,4.116043997332360926e-02
2.347621783091748966e+03,4.928785933400975372e-02,4.113389382826761198e-02
2.347991966360115839e+03,4.925064196817815348e-02,4.110739163283443770e-02
2.348362149628482712e+03,4.921346887622412430e-02,4.108093333158617522e-02
2.348732332896849584e+03,4.917633998838139703e-02,4.105451886925223087e-02
2.349102516165216457e+03,4.913925523502798293e-02,4.102814819072917590e-02
2.349472699433583330e+03,4.910221454668566021e-02,4.100182124108027459e-02
2.349842882701950202e+03,4.906521785401973812e-02,4.097553796553536631e-02
2.350213065970317075e+03,4.902826508783872383e-02,4.094929830949038674e-02
2.350583249238683493e+03,4.899135617909388535e-02,4.092310221850722907e-02
2.350953432507050366e+03,4.895449105887886981e-02,4.089694963831320973e-02
2.351323615775417238e+03,4.891766965842961334e-02,4.087084051480105451e-02
2.351693799043784111e+03,4.888089190912366794e-02,4.084477479402835037e-02
2.352063982312150983e+03,4.884415774248014597e-02,4.081875242221741362e-02
2.352434165580517856e+03,4.880746709015915813e-02,4.079277334575488051e-02
2.352804348848884729e+03,4.877081988396161916e-02,4.076683751119152682e-02
2.353174532117251601e+03,4.873421605582881067e-02,4.074094486524183073e-02
2.353544715385618474e+03,4.869765553784215911e-02,4.071509535478377850e-02
2.353914898653985347e+03,4.866113826222278477e-02,4.068928892685855919e-02
2.354285081922352219e+03,4.862466416133115477e-02,4.066352552867027320e-02
2.354655265190719092e+03,4.858823316766686801e-02,4.063780510758560616e-02
2.355025448459085965e+03,4.855184521386830820e-02,4.061212761113357217e-02
2.355395631727452383e+03,4.851550023271220674e-02,4.058649298700530567e-02
2.355765814995819255e+03,4.847919815711323327e-02,4.056090118305352016e-02
2.356135998264186128e+03,4.844293892012400266e-02,4.053535214729253600e-02
2.356506181532553001e+03,4.840672245493442272e-02,4.050984582789785016e-02
2.356876364800919873e+03,4.837054869487149994e-02,4.048438217320581706e-02
2.357246548069286746e+03,4.833441757339904110e-02,4.045896113171346814e-02
2.357616731337653619e+03,4.829832902411720919e-02,4.043358265207813718e-02
2.357986914606020491e+03,4.826228298076226664e-02,4.040824668311725903e-02
2.358357097874387364e+03,4.822627937720629782e-02,4.038295317380808519e-02
2.358727281142754236e+03,4.819031814745677184e-02,4.035770207328732984e-02
2.359097464411121109e+03,4.815439922565636216e-02,4.033249333085100335e-02
2.359467647679487982e+03,4.811852254608245394e-02,4.030732689595406537e-02
2.359837830947854400e+03,4.808268804314706074e-02,4.028220271821025822e-02
2.360208014216221272e+03,4.804689565139610291e-02,4.025712074739160734e-02
2.360578197484588145e+03,4.801114530550958798e-02,4.023208093342845598e-02
2.360948380752955018e+03,4.797543694030091677e-02,4.020708322640897253e-02
2.361318564021321890e+03,4.793977049071676544e-02,4.018212757657900480e-02
2.361688747289688763e+03,4.790414589183662752e-02,4.015721393434177472e-02
2.362058930558055636e+03,4.786856307887264739e-02,4.013234225025758689e-02
2.362429113826422508e+03,4.783302198716916226e-02,4.010751247504362044e-02
2.362799297094789381e+03,4.779752255220248713e-02,4.008272455957364450e-02
2.363169480363156254e+03,4.776206470958058864e-02,4.005797845487774761e-02
2.363539663631523126e+03,4.772664839504268952e-02,4.003327411214210180e-02
2.363909846899889999e+03,4.769127354445908129e-02,4.000861148270870582e-02
2.364280030168256872e+03,4.765594009383076340e-02,3.998399051807514232e-02
2.364650213436623289e+03,4.762064797928906162e-02,3.995941116989429331e-02
2.365020396704990162e+03,4.758539713709540597e-02,3.993487338997402103e-02
2.365390579973357035e+03,4.755018750364101848e-02,3.991037713027711931e-02
2.365760763241723907e+03,4.751501901544658707e-02,3.988592234292089728e-02
2.366130946510090780e+03,4.747989160916198104e-02,3.986150898017695038e-02
2.366501129778457653e+03,4.744480522156586944e-02,3.983713699447096607e-02
2.366871313046824525e+03,4.740975978956552678e-02,3.981280633838242544e-02
2.367241496315191398e+03,4.737475525019645833e-02,3.978851696464442284e-02
2.367611679583558271e+03,4.733979154062215727e-02,3.976426882614336050e-02
2.367981862851925143e+03,4.730486859813368833e-02,3.974006187591868494e-02
2.368352046120292016e+03,4.726998636014952820e-02,3.971589606716280363e-02
2.368722229388658889e+03,4.723514476421514230e-02,3.969177135322063399e-02
2.369092412657025761e+03,4.720034374800284593e-02,3.966768768758947850e-02
2.369462595925392179e+03,4.716558324931135332e-02,3.964364502391886508e-02
2.369832779193759052e+03,4.713086320606543755e-02,3.961964331601004752e-02
2.370202962462125925e+03,4.709618355631584735e-02,3.959568251781607484e-02
2.370573145730492797e+03,4.706154423823891153e-02,3.957176258344141662e-02
2.370943328998859670e+03,4.702694519013618513e-02,3.954788346714169928e-02
2.371313512267226542e+03,4.699238635043418572e-02,3.952404512332356734e-02
2.371683695535593415e+03,4.695786765768410892e-02,3.950024750654433647e-02
2.372053878803960288e+03,4.692338905056162718e-02,3.947649057151187552e-02
2.372424062072327160e+03,4.688895046786642484e-02,3.945277427308437057e-02
2.372794245340694033e+03,4.685455184852205940e-02,3.942909856626998499e-02
2.373164428609060906e+03,4.682019313157555901e-02,3.940546340622679000e-02
2.373534611877427778e+03,4.678587425619724904e-02,3.938186874826240386e-02
2.373904795145794196e+03,4.675159516168037044e-02,3.935831454783391553e-02
2.374274978414161069e+03,4.671735578744080908e-02,3.933480076054746144e-02
2.374645161682527942e+03,4.668315607301682518e-02,3.931132734215821156e-02
